34326000,3,34329000,2,34325000,7,34330000,4,34324000,7,34331000,6,34323000,5,34332000,4,34322000,7,34333000,9,34321000,7,34334000,6,34320000,17,34335000,8,34319000,7,34336000,6,34318000,10,34337000,8,34317000,8,34338000,12
34327000,2,34328000,1,34326000,3,34330000,3,34325000,6,34331000,5,34324000,6,34332000,6,34323000,6,34333000,5,34322000,8,34334000,6,34321000,7,34335000,8,34320000,17,34336000,7,34319000,7,34337000,8,34318000,10,34338000,9
34324000,1,34326000,5,34323000,4,34327000,6,34322000,5,34328000,4,34321000,6,34329000,4,34320000,15,34330000,5,34319000,5,34331000,6,34318000,9,34332000,7,34317000,8,34333000,8,34316000,10,34334000,7,34315000,10,34335000,8
34324000,3,34326000,1,34323000,3,34327000,3,34322000,6,34328000,5,34321000,4,34329000,4,34320000,11,34330000,5,34319000,5,34331000,6,34318000,9,34332000,8,34317000,9,34333000,9,34316000,10,34334000,7,34315000,10,34335000,7
34329000,4,34331000,1,34328000,7,34332000,2,34327000,6,34333000,6,34326000,6,34334000,5,34325000,4,34335000,6,34324000,6,34336000,5,34323000,3,34337000,8,34322000,10,34338000,10,34321000,5,34339000,7,34320000,15,34340000,9
34331000,3,34334000,4,34330000,5,34335000,5,34329000,4,34336000,4,34328000,6,34337000,7,34327000,7,34338000,9,34326000,6,34339000,6,34325000,5,34340000,9,34324000,9,34341000,9,34323000,3,34342000,10,34322000,11,34343000,9
34334000,3,34337000,4,34333000,5,34338000,6,34332000,3,34339000,6,34331000,5,34340000,8,34330000,4,34341000,7,34329000,6,34342000,8,34328000,6,34343000,9,34327000,9,34344000,10,34326000,8,34345000,5,34325000,6,34346000,10
34337000,2,34339000,1,34336000,4,34340000,7,34335000,3,34341000,5,34334000,7,34342000,6,34333000,3,34343000,7,34332000,4,34344000,9,34331000,6,34345000,5,34330000,6,34346000,8,34329000,8,34347000,9,34328000,7,34348000,11
34337000,8,34340000,4,34336000,5,34341000,4,34335000,2,34342000,6,34334000,5,34343000,5,34333000,5,34344000,8,34332000,6,34345000,4,34331000,8,34346000,7,34330000,7,34347000,8,34329000,8,34348000,11,34328000,7,34349000,11
34334000,1,34336000,3,34333000,2,34337000,7,34332000,3,34338000,5,34331000,7,34339000,7,34330000,4,34340000,6,34329000,8,34341000,5,34328000,7,34342000,8,34327000,9,34343000,7,34326000,5,34344000,10,34325000,8,34345000,5
34331000,2,34333000,2,34330000,4,34334000,4,34329000,7,34335000,5,34328000,5,34336000,6,34327000,8,34337000,6,34326000,4,34338000,6,34325000,6,34339000,8,34324000,9,34340000,8,34323000,6,34341000,6,34322000,16,34342000,8
34332000,4,34335000,3,34331000,6,34336000,6,34330000,5,34337000,5,34329000,4,34338000,6,34328000,5,34339000,8,34327000,8,34340000,8,34326000,4,34341000,7,34325000,6,34342000,7,34324000,9,34343000,7,34323000,5,34344000,10
34335000,2,34338000,4,34334000,7,34339000,7,34333000,6,34340000,7,34332000,5,34341000,5,34331000,4,34342000,5,34330000,6,34343000,6,34329000,8,34344000,10,34328000,7,34345000,5,34327000,9,34346000,7,34326000,6,34347000,8
34338000,3,34341000,5,34337000,4,34342000,4,34336000,3,34343000,6,34335000,4,34344000,8,34334000,9,34345000,4,34333000,5,34346000,7,34332000,6,34347000,8,34331000,5,34348000,11,34330000,7,34349000,10,34329000,8,34350000,9
34339000,1,34342000,4,34338000,4,34343000,5,34337000,5,34344000,9,34336000,3,34345000,3,34335000,6,34346000,5,34334000,10,34347000,8,34333000,7,34348000,11,34332000,7,34349000,11,34331000,6,34350000,10,34330000,8,34351000,6
34339000,1,34342000,4,34338000,4,34343000,5,34337000,5,34344000,9,34336000,3,34345000,3,34335000,6,34346000,5,34334000,10,34347000,8,34333000,7,34348000,11,34332000,7,34349000,11,34331000,6,34350000,10,34330000,8,34351000,6
34335000,6,34338000,2,34334000,6,34339000,3,34333000,10,34340000,5,34332000,5,34341000,10,34331000,3,34342000,6,34330000,6,34343000,7,34329000,9,34344000,10,34328000,8,34345000,5,34327000,9,34346000,9,34326000,4,34347000,8
34339000,4,34341000,2,34338000,6,34342000,5,34337000,3,34343000,6,34336000,4,34344000,7,34335000,7,34345000,4,34334000,6,34346000,6,34333000,10,34347000,8,34332000,7,34348000,11,34331000,5,34349000,11,34330000,6,34350000,10
34342000,2,34344000,4,34341000,3,34345000,3,34340000,3,34346000,4,34339000,4,34347000,7,34338000,5,34348000,8,34337000,4,34349000,9,34336000,5,34350000,10,34335000,8,34351000,6,34334000,9,34352000,8,34333000,10,34353000,10
34340000,4,34342000,4,34339000,3,34343000,6,34338000,6,34344000,8,34337000,3,34345000,4,34336000,5,34346000,6,34335000,9,34347000,7,34334000,9,34348000,11,34333000,9,34349000,10,34332000,9,34350000,10,34331000,5,34351000,6
34341000,1,34342000,1,34340000,3,34343000,5,34339000,4,34344000,5,34338000,6,34345000,3,34337000,3,34346000,6,34336000,5,34347000,8,34335000,10,34348000,10,34334000,9,34349000,9,34333000,9,34350000,10,34332000,9,34351000,6
34338000,4,34340000,1,34337000,5,34341000,2,34336000,5,34342000,6,34335000,7,34343000,4,34334000,7,34344000,3,34333000,9,34345000,5,34332000,9,34346000,7,34331000,5,34347000,9,34330000,6,34348000,11,34329000,7,34349000,10
34337000,2,34338000,2,34336000,1,34339000,4,34335000,6,34340000,5,34334000,6,34341000,4,34333000,7,34342000,6,34332000,9,34343000,5,34331000,5,34344000,4,34330000,6,34345000,4,34329000,7,34346000,7,34328000,6,34347000,9
34339000,2,34340000,1,34338000,7,34341000,5,34337000,8,34342000,5,34336000,5,34343000,5,34335000,6,34344000,4,34334000,6,34345000,4,34333000,8,34346000,9,34332000,6,34347000,8,34331000,4,34348000,11,34330000,7,34349000,10
34341000,3,34344000,4,34340000,6,34345000,3,34339000,2,34346000,7,34338000,6,34347000,7,34337000,9,34348000,10,34336000,8,34349000,9,34335000,9,34350000,10,34334000,9,34351000,6,34333000,8,34352000,9,34332000,9,34353000,10
34345000,2,34348000,6,34344000,5,34349000,7,34343000,6,34350000,8,34342000,4,34351000,5,34341000,8,34352000,7,34340000,6,34353000,9,34339000,6,34354000,9,34338000,8,34355000,13,34337000,12,34356000,14,34336000,8,34357000,14
34348000,5,34351000,5,34347000,6,34352000,6,34346000,3,34353000,7,34345000,3,34354000,7,34344000,4,34355000,12,34343000,7,34356000,13,34342000,5,34357000,13,34341000,9,34358000,14,34340000,8,34359000,12,34339000,6,34360000,14
34353000,2,34355000,2,34352000,3,34356000,2,34351000,5,34357000,3,34350000,6,34358000,6,34349000,5,34359000,7,34348000,7,34360000,7,34347000,10,34361000,6,34346000,6,34362000,12,34345000,5,34363000,7,34344000,11,34364000,12
34352000,1,34354000,3,34351000,4,34355000,5,34350000,6,34356000,5,34349000,5,34357000,5,34348000,7,34358000,6,34347000,10,34359000,7,34346000,6,34360000,7,34345000,5,34361000,6,34344000,12,34362000,12,34343000,9,34363000,7
34349000,1,34352000,5,34348000,6,34353000,8,34347000,9,34354000,4,34346000,4,34355000,6,34345000,5,34356000,7,34344000,12,34357000,6,34343000,8,34358000,7,34342000,7,34359000,8,34341000,10,34360000,9,34340000,9,34361000,6
34345000,3,34347000,1,34344000,9,34348000,1,34343000,7,34349000,4,34342000,5,34350000,7,34341000,10,34351000,8,34340000,10,34352000,6,34339000,6,34353000,9,34338000,10,34354000,6,34337000,7,34355000,8,34336000,8,34356000,7
34343000,4,34346000,1,34342000,4,34347000,5,34341000,8,34348000,5,34340000,3,34349000,6,34339000,5,34350000,7,34338000,9,34351000,9,34337000,5,34352000,9,34336000,9,34353000,11,34335000,10,34354000,7,34334000,9,34355000,8
34343000,4,34346000,1,34342000,4,34347000,5,34341000,8,34348000,5,34340000,3,34349000,6,34339000,5,34350000,7,34338000,9,34351000,9,34337000,5,34352000,9,34336000,9,34353000,11,34335000,10,34354000,7,34334000,9,34355000,8
34340000,3,34343000,2,34339000,3,34344000,4,34338000,6,34345000,6,34337000,5,34346000,4,34336000,6,34347000,7,34335000,8,34348000,7,34334000,8,34349000,7,34333000,8,34350000,8,34332000,9,34351000,9,34331000,5,34352000,10
34340000,3,34342000,1,34339000,4,34343000,3,34338000,7,34344000,4,34337000,4,34345000,2,34336000,7,34346000,4,34335000,9,34347000,7,34334000,10,34348000,7,34333000,8,34349000,6,34332000,9,34350000,9,34331000,5,34351000,9
34337000,2,34339000,1,34336000,5,34340000,4,34335000,8,34341000,5,34334000,6,34342000,4,34333000,7,34343000,5,34332000,10,34344000,4,34331000,6,34345000,3,34330000,9,34346000,7,34329000,9,34347000,8,34328000,8,34348000,9
34338000,2,34340000,2,34337000,4,34341000,4,34336000,6,34342000,4,34335000,6,34343000,5,34334000,6,34344000,4,34333000,7,34345000,3,34332000,9,34346000,7,34331000,6,34347000,9,34330000,8,34348000,9,34329000,8,34349000,6
34338000,2,34340000,1,34337000,4,34341000,3,34336000,6,34342000,4,34335000,6,34343000,5,34334000,6,34344000,4,34333000,7,34345000,3,34332000,10,34346000,7,34331000,6,34347000,9,34330000,9,34348000,9,34329000,8,34349000,6
