32427.3997221,4,0,2,33861000,-1
32548.4538756,4,1,5,33865000,1
32566.1367228,4,2,1,33862000,1
32579.5839908,4,3,13,33865000,-1
32579.659983,4,4,1,33868000,-1
32594.3835913,4,5,10,33864000,1
32597.3631633,4,6,3,33861000,1
32612.6835714,4,7,3,33865000,1
32612.7550317,4,8,1,33861000,1
32625.2063395,4,9,13,33864000,-1
32626.555031,4,10,1,33867000,-1
32626.7499995,4,11,8,33864000,-1
32631.4737119,4,12,10,33867000,-1
32659.8590398,4,13,12,33870000,-1
32659.9476919,4,14,1,33873000,-1
32676.2646219,4,15,3,33870000,1
32676.4938492,4,16,1,33867000,-1
32693.9763402,4,17,7,33864000,1
32721.0203447,4,18,34,33861000,-1
32763.7898573,4,19,1,33864000,-1
32777.7265311,4,20,27,33860000,1
32785.8739356,4,21,28,33857000,1
32819.8725319,4,22,24,33854000,-1
32821.8757714,4,23,8,33857000,-1
32843.2693378,4,24,17,33860000,-1
32843.570927,4,25,22,33863000,-1
32843.7236241,4,26,5,33866000,-1
32846.7332663,4,27,1,33869000,-1
32865.399162,4,28,10,33866000,1
32872.9462111,4,29,2,33863000,1
32885.4091754,4,30,2,33860000,1
32942.0865091,4,31,4,33866000,-1
32951.0171811,4,32,11,33869000,-1
32953.6967766,4,33,5,33872000,-1
33008.6812014,4,34,4,33875000,-1
33025.9300469,4,35,12,33872000,1
33032.4828327,4,36,9,33875000,-1
33038.8808708,4,37,14,33878000,-1
33040.4717486,4,38,9,33881000,-1
33040.4717542,4,39,2,33884000,-1
33043.3883776,4,40,3,33881000,1
33045.6661752,4,41,2,33878000,-1
33050.0607003,4,42,1,33881000,-1
33084.8309662,4,43,6,33878000,1
33121.4063214,4,44,9,33875000,1
33129.1288632,4,45,8,33872000,1
33144.3876645,4,46,7,33869000,1
33154.9415974,4,47,7,33865000,1
33159.9750604,4,48,3,33862000,1
33185.6871426,4,49,10,33859000,1
33197.5094505,4,50,8,33856000,1
33197.5847791,4,51,6,33853000,1
33200.0577223,4,52,5,33856000,-1
33200.9986265,4,53,12,33859000,-1
33208.5774889,4,54,5,33855000,-1
33208.5785966,4,55,13,33858000,-1
33208.5786125,4,56,2,33861000,-1
33210.992178,4,57,4,33858000,1
33220.6946442,4,58,4,33855000,1
33223.5173619,4,59,9,33852000,1
33226.6897347,4,60,2,33849000,-1
33230.1698274,4,61,9,33853000,-1
33230.1698566,4,62,1,33856000,-1
